,make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
7553,2005,17.68,3000,Diesel,3,5777.04,Tesla,Manual,Black,Partial,2,Yes
7554,2023,19.77,5000,Diesel,1,13571.61,Toyota,Manual,Silver,Partial,0,No
7555,2016,11.43,1500,Petrol,3,6265.29,Honda,Manual,Black,Full,0,Yes
7556,2020,15.23,800,Diesel,3,7196.01,Honda,Automatic,Gray,None,1,Yes
7557,2010,20.39,1500,Petrol,3,4980.83,Nissan,Automatic,Silver,Full,0,Yes
7558,1997,19.47,2500,Electric,3,10409.12,Honda,Automatic,White,Full,1,Yes
7559,2014,15.7,1000,Petrol,1,7016.54,Hyundai,Manual,White,None,0,Yes
7560,2008,19.18,1000,Petrol,4,4391.38,Nissan,Automatic,Red,Full,1,Yes
7561,1997,17.49,2000,Electric,1,9412.46,Chevrolet,Manual,Red,None,1,Yes
7562,1995,13.15,4000,Petrol,1,6461.09,Ford,Automatic,White,Full,0,Yes
7563,2020,24.0,1200,Petrol,5,5666.78,Toyota,Automatic,Black,Full,1,Yes
7564,2015,19.04,2500,Diesel,5,5809.81,Volkswagen,Automatic,Gray,Partial,0,No
7565,2009,8.79,5000,Petrol,2,12546.13,Volkswagen,Manual,Black,Full,0,No
7566,1995,20.61,4000,Petrol,3,7636.18,BMW,Manual,Red,Partial,1,Yes
7567,2011,14.92,4000,Petrol,3,9523.85,Hyundai,Automatic,Black,Partial,0,No
7568,1996,16.55,1500,Diesel,5,3668.83,BMW,Manual,Black,Partial,1,No
7569,2023,18.04,1000,Petrol,4,5090.41,Tesla,Manual,Black,Partial,0,Yes
7570,2014,14.04,800,Diesel,2,4570.5,Toyota,Manual,Black,None,0,Yes
7571,2000,27.02,2000,Petrol,4,5995.4,BMW,Automatic,Silver,Partial,0,No
7572,2002,10.53,1800,Petrol,5,4850.63,BMW,Manual,Red,Full,0,No
7573,2023,18.28,2000,Petrol,4,8931.25,Ford,Manual,White,Partial,0,Yes
7574,2010,19.91,2500,Electric,3,10895.04,BMW,Manual,White,Full,0,Yes
7575,2013,18.21,4000,Diesel,5,9292.96,Chevrolet,Manual,Silver,Partial,1,No
7576,1995,17.05,5000,Petrol,4,9321.37,Hyundai,Manual,Red,Partial,0,No
7577,1997,16.11,5000,Petrol,2,8419.16,Ford,Automatic,Gray,Partial,0,No
7578,2022,13.98,2000,Petrol,2,8677.27,Kia,Automatic,Silver,Partial,0,No
7579,1997,13.9,2000,Diesel,1,5586.96,Nissan,Automatic,Red,Full,0,Yes
7580,1999,23.79,1200,Petrol,5,3141.29,Volkswagen,Manual,Silver,Partial,0,No
7581,2021,15.79,3000,Petrol,5,8313.13,Ford,Manual,Black,None,1,Yes
7582,2006,28.66,4000,Diesel,5,7628.95,Honda,Manual,Silver,Full,1,Yes
7583,2006,21.34,800,Petrol,3,4010.96,Volkswagen,Manual,Silver,Full,0,Yes
7584,2014,5.0,2000,Petrol,3,3235.38,Hyundai,Manual,Blue,None,0,Yes
7585,2007,22.42,2500,Petrol,5,7062.58,Nissan,Manual,Red,Full,1,Yes
7586,2014,17.73,3000,Petrol,4,8252.2,Hyundai,Automatic,Black,Full,1,Yes
7587,2003,11.05,5000,Petrol,3,9041.86,Chevrolet,Manual,Silver,Partial,0,Yes
7588,2001,24.52,3000,Petrol,5,6751.28,Honda,Manual,Black,Full,1,Yes
7589,1998,15.82,2500,Diesel,3,5549.75,Nissan,Automatic,Gray,Partial,0,Yes
7590,2013,15.4,3000,Petrol,1,8852.97,Hyundai,Manual,Red,Full,1,Yes
7591,2016,19.88,4000,Petrol,2,9789.82,Tesla,Manual,White,Full,0,Yes
7592,2013,23.71,5000,Diesel,1,13693.74,Tesla,Automatic,Blue,None,1,Yes
7593,2000,18.57,2500,Diesel,5,3887.61,Nissan,Manual,Blue,Full,2,No
7594,2021,18.21,1200,Petrol,2,7885.38,Chevrolet,Manual,Red,Full,0,Yes
7595,2007,14.52,4000,Petrol,4,9502.1,Hyundai,Manual,Blue,Partial,0,Yes
7596,2005,23.63,800,Petrol,5,5457.96,BMW,Manual,White,Partial,0,Yes
7597,2007,18.62,3000,Electric,4,10564.01,Honda,Manual,Black,Full,0,No
7598,2007,16.87,2000,Diesel,4,5165.35,Honda,Manual,Silver,None,0,No
7599,2022,16.25,1200,Petrol,3,6476.5,Ford,Automatic,Red,Full,0,Yes
7600,2019,23.13,4000,Petrol,3,11865.0,Ford,Manual,Gray,Full,1,No
7601,2016,16.69,2000,Diesel,2,5860.0,Chevrolet,Manual,Gray,Full,0,Yes
7602,2022,23.15,2500,Petrol,2,9423.1,Kia,Automatic,Red,Full,3,Yes
7603,2014,15.64,1000,Diesel,3,4614.89,Toyota,Manual,Blue,Full,0,Yes
7604,2009,21.61,800,Electric,2,8954.01,Kia,Manual,Silver,None,0,Yes
7605,2015,19.04,800,Petrol,1,6578.59,Hyundai,Manual,Blue,Partial,1,No
7606,2007,13.25,1200,Petrol,5,3493.66,Kia,Manual,Blue,Full,1,Yes
7607,2016,17.57,1200,Petrol,1,7084.35,Tesla,Manual,Black,Full,1,No
7608,2005,7.05,3000,Petrol,5,4775.96,Toyota,Manual,Black,Partial,2,No
7609,2013,14.28,2500,Diesel,3,7618.9,Kia,Manual,Blue,Full,1,Yes
7610,2002,10.11,5000,Petrol,1,10610.94,BMW,Automatic,White,Full,1,Yes
7611,2014,27.99,3000,Petrol,4,10426.37,Volkswagen,Manual,Red,Full,1,Yes
7612,2002,10.17,800,Diesel,1,3593.48,Nissan,Automatic,Gray,Partial,0,Yes
7613,2004,30.93,1500,Electric,2,11013.66,Tesla,Manual,White,Full,0,Yes
7614,2020,20.57,3000,Petrol,1,12458.86,Chevrolet,Manual,Red,Partial,0,Yes
7615,2010,15.41,5000,Petrol,3,10140.28,Ford,Manual,Silver,None,0,Yes
7616,2013,22.03,1000,Petrol,3,6785.48,Volkswagen,Automatic,Silver,Partial,0,Yes
7617,2020,14.78,2500,Diesel,2,8354.0,Ford,Automatic,White,Partial,1,Yes
7618,2017,10.95,3000,Petrol,5,8492.47,Kia,Manual,Blue,Full,0,No
7619,2005,18.4,4000,Petrol,2,9545.63,Honda,Automatic,Gray,None,1,Yes
7620,2007,21.5,2500,Electric,5,8887.17,Tesla,Automatic,Blue,None,1,No
7621,2022,24.39,4000,Petrol,3,11218.96,Toyota,Automatic,Silver,Full,0,Yes
7622,2003,20.49,1000,Petrol,3,3736.03,Toyota,Automatic,Blue,None,0,Yes
7623,2014,15.35,800,Diesel,5,3886.81,Tesla,Manual,Black,None,2,Yes
7624,2018,24.93,800,Petrol,1,8915.91,Volkswagen,Automatic,Silver,None,1,Yes
7625,2013,23.81,1500,Petrol,1,7660.67,Nissan,Automatic,Red,Full,0,Yes
7626,2010,19.35,800,Petrol,2,4970.8,Volkswagen,Manual,Gray,None,0,Yes
7627,2001,24.05,2500,Diesel,3,8460.94,Tesla,Automatic,Red,Full,0,Yes
7628,2013,28.92,3000,Electric,1,13418.88,Nissan,Manual,Blue,Full,1,Yes
7629,2006,15.28,1200,Diesel,3,3277.06,Tesla,Manual,Red,Full,0,Yes
7630,2009,13.5,800,Petrol,2,3201.48,BMW,Manual,Red,Full,0,Yes
7631,2017,15.14,1200,Petrol,4,4829.57,Tesla,Manual,White,Full,0,Yes
7632,2008,11.25,1000,Diesel,3,3947.33,Chevrolet,Automatic,White,Full,0,Yes
7633,2005,20.96,2000,Diesel,4,5691.95,Volkswagen,Manual,Red,Partial,1,Yes
7634,2020,9.95,2500,Diesel,3,7225.4,Nissan,Manual,Silver,Full,0,Yes
7635,2004,24.33,4000,Diesel,5,6873.5,Tesla,Automatic,Gray,None,0,No
7636,2021,14.64,1800,Electric,4,9120.75,Nissan,Automatic,Red,Full,0,No
7637,2005,24.79,1500,Petrol,5,3553.94,Honda,Manual,Gray,Full,1,No
7638,2000,5.21,800,Petrol,5,1000.0,Tesla,Manual,Black,Full,0,Yes
7639,1996,16.07,2000,Diesel,2,2412.33,Tesla,Manual,Silver,Full,1,Yes
7640,2005,11.53,3000,Petrol,2,7330.51,Nissan,Manual,Gray,Partial,1,Yes
7641,2013,24.77,1500,Petrol,1,7766.47,Nissan,Automatic,Black,Full,1,Yes
7642,2000,26.4,800,Diesel,4,4355.25,Volkswagen,Automatic,Gray,Full,1,Yes
7643,2008,6.28,1800,Petrol,1,4883.03,Ford,Manual,Black,Full,0,No
7644,2014,22.33,5000,Petrol,4,11072.74,Tesla,Manual,Blue,Full,0,Yes
7645,2000,23.34,1800,Electric,2,8042.02,Tesla,Automatic,White,Full,1,Yes
7646,2011,19.63,1000,Petrol,2,5014.28,Nissan,Manual,Blue,Full,1,Yes
7647,2004,20.94,2000,Petrol,2,5754.57,BMW,Manual,Gray,Partial,0,Yes
7648,2022,20.58,5000,Petrol,4,14400.74,Hyundai,Automatic,Black,Partial,1,Yes
7649,1995,22.35,4000,Diesel,2,8221.03,Honda,Manual,Blue,Full,1,No
7650,1997,12.54,2000,Petrol,1,4161.84,Kia,Manual,Blue,None,1,No
7651,2002,24.0,3000,Diesel,5,7540.8,Nissan,Manual,Silver,Full,1,No
7652,2002,19.05,5000,Petrol,4,9459.98,Volkswagen,Automatic,Blue,Partial,1,Yes
7653,2021,18.75,1200,Petrol,5,7180.52,Ford,Manual,Silver,Partial,1,Yes
7654,2014,20.83,5000,Diesel,1,13497.36,Kia,Manual,Blue,Full,0,Yes
7655,2016,11.65,1000,Petrol,3,5334.75,Tesla,Manual,Gray,Full,2,Yes
7656,2009,10.23,1500,Petrol,2,5527.39,Honda,Manual,Blue,Full,0,Yes
7657,2018,17.39,4000,Diesel,1,12065.96,Nissan,Manual,Black,Full,1,Yes
7658,2001,25.72,4000,Petrol,3,7862.44,Toyota,Automatic,Black,Full,0,Yes
7659,2005,12.07,1200,Electric,4,6517.13,Kia,Manual,Red,Partial,0,Yes
7660,2001,18.88,800,Petrol,1,4796.25,Ford,Automatic,Red,Partial,0,No
7661,2023,14.42,800,Diesel,4,6189.13,Honda,Manual,Silver,None,0,Yes
7662,1998,13.75,1500,Diesel,5,2011.14,Nissan,Manual,Black,Full,0,No
7663,2019,20.5,1500,Petrol,5,7667.0,Tesla,Manual,Red,Partial,0,Yes
7664,2006,21.8,5000,Petrol,4,10641.55,Volkswagen,Manual,Gray,None,0,Yes
7665,2020,14.06,2000,Petrol,5,6174.32,Chevrolet,Automatic,Blue,Partial,0,Yes
7666,2000,24.94,1800,Electric,5,7995.8,Volkswagen,Manual,Black,Partial,1,Yes
7667,2008,20.11,2000,Diesel,2,8054.52,Chevrolet,Automatic,Gray,None,0,Yes
7668,2006,16.79,5000,Petrol,4,9087.55,Ford,Automatic,Gray,None,0,No
7669,2005,19.74,2500,Petrol,4,5409.92,Toyota,Manual,Blue,Partial,2,Yes
7670,2013,28.18,2500,Petrol,3,9798.95,Toyota,Manual,Blue,Partial,0,Yes
7671,2015,21.77,5000,Diesel,2,13726.01,Hyundai,Manual,Gray,Full,0,Yes
7672,1999,14.51,5000,Electric,1,12882.29,Volkswagen,Manual,Silver,Full,0,Yes
7673,2008,17.91,4000,Petrol,2,9561.81,Nissan,Automatic,Black,Partial,0,Yes
7674,2015,18.66,2000,Diesel,1,9277.86,Kia,Automatic,Blue,Full,1,No
7675,2018,21.33,3000,Petrol,4,8362.09,Honda,Automatic,Silver,Full,1,Yes
7676,2010,19.2,1000,Diesel,2,3317.62,Kia,Manual,White,Full,2,No
7677,2019,27.48,3000,Petrol,3,10659.31,BMW,Manual,White,None,0,Yes
7678,2007,16.87,4000,Diesel,5,8086.9,Volkswagen,Automatic,Blue,None,0,Yes
7679,2019,9.35,1500,Electric,1,11054.57,Nissan,Automatic,Blue,Full,0,Yes
7680,2023,19.07,1800,Diesel,5,8141.27,Ford,Automatic,White,Full,1,No
7681,2016,15.79,1800,Electric,4,11060.08,Chevrolet,Manual,Red,Partial,2,Yes
7682,2016,10.48,1000,Petrol,4,4823.79,Nissan,Manual,Silver,Full,0,Yes
7683,2019,14.48,1800,Electric,4,11899.49,Tesla,Automatic,Blue,Full,0,Yes
7684,2014,16.21,4000,Diesel,5,10116.14,Honda,Manual,White,None,1,Yes
7685,2016,23.7,1500,Petrol,4,7005.1,Nissan,Manual,White,Full,2,Yes
7686,1998,10.58,5000,Petrol,4,8938.98,Chevrolet,Manual,White,Full,2,Yes
7687,2005,19.75,1200,Electric,5,5927.47,Hyundai,Manual,White,Partial,0,Yes
7688,2011,29.1,2500,Petrol,4,8014.2,Toyota,Manual,White,Full,0,Yes
7689,2001,17.13,3000,Petrol,1,7455.16,Chevrolet,Manual,White,Full,0,Yes
7690,2008,16.98,5000,Diesel,2,10948.33,Nissan,Automatic,Blue,Partial,1,No
7691,2020,21.6,2000,Petrol,1,10345.52,Tesla,Manual,Gray,Full,0,No
7692,2005,20.61,2000,Diesel,4,6726.57,Toyota,Automatic,Gray,Full,0,No
7693,2022,25.09,1800,Petrol,4,9194.22,BMW,Manual,Silver,Full,0,Yes
7694,2016,17.16,2000,Petrol,4,6233.51,BMW,Automatic,White,Full,0,Yes
7695,2003,21.51,4000,Diesel,4,9110.93,Hyundai,Automatic,White,Partial,2,No
7696,2017,21.59,1000,Diesel,5,6754.57,Hyundai,Manual,Gray,None,0,Yes
7697,2007,16.32,5000,Diesel,2,11634.68,BMW,Automatic,White,Partial,0,Yes
7698,2017,17.43,1200,Diesel,5,3930.98,Toyota,Manual,White,None,0,Yes
7699,2012,17.94,800,Petrol,5,3085.27,Volkswagen,Manual,White,Full,0,Yes
7700,2022,11.81,1500,Diesel,4,6925.93,Hyundai,Manual,Black,Full,1,Yes
7701,2005,16.06,1000,Diesel,1,6240.22,Toyota,Automatic,Black,Full,1,Yes
7702,2009,25.48,2000,Electric,1,10329.4,Ford,Automatic,White,None,1,Yes
7703,2019,23.19,800,Diesel,3,6727.59,Toyota,Manual,White,Full,2,No
7704,2020,15.1,3000,Diesel,2,9756.27,Chevrolet,Manual,Red,Partial,1,Yes
7705,2019,17.92,5000,Petrol,3,11393.35,Nissan,Automatic,Red,Partial,0,Yes
7706,2016,22.86,2000,Diesel,5,7325.82,Nissan,Manual,Silver,Full,2,No
7707,2023,20.22,4000,Diesel,3,12169.93,Nissan,Manual,Black,None,0,Yes
7708,2013,22.0,2000,Petrol,3,7660.24,Chevrolet,Manual,Blue,Full,0,Yes
7709,1995,20.67,5000,Diesel,3,10127.88,Kia,Manual,Silver,Full,0,No
7710,1998,19.08,2500,Diesel,2,6099.42,Volkswagen,Manual,Silver,None,1,Yes
7711,2008,17.17,1800,Petrol,1,7568.23,Chevrolet,Automatic,White,Partial,1,Yes
7712,2008,12.02,3000,Diesel,1,8472.28,Hyundai,Automatic,White,Partial,1,Yes
7713,1997,21.46,3000,Petrol,3,7186.94,Chevrolet,Manual,Blue,None,1,Yes
7714,2022,16.89,5000,Diesel,2,12759.43,Nissan,Automatic,Red,Partial,0,Yes
7715,2011,9.76,4000,Petrol,1,10257.97,BMW,Manual,White,Full,1,Yes
7716,1997,15.27,2000,Petrol,4,4946.59,Nissan,Manual,Black,None,2,No
7717,2010,22.26,800,Petrol,1,7209.28,Volkswagen,Automatic,Blue,Partial,0,Yes
7718,2008,8.42,4000,Petrol,1,10340.43,Kia,Automatic,Gray,Full,0,Yes
7719,2014,12.85,1200,Petrol,2,6035.36,BMW,Manual,Blue,None,0,Yes
7720,2023,18.69,4000,Diesel,2,13694.82,Hyundai,Automatic,White,Full,2,No
7721,2007,25.03,2500,Petrol,1,8419.37,Tesla,Automatic,Blue,Partial,0,No
7722,2009,23.0,1200,Diesel,4,5059.93,Chevrolet,Manual,Red,Full,0,No
7723,2008,25.51,4000,Diesel,4,11415.88,Kia,Automatic,White,Full,0,Yes
7724,2018,19.04,2500,Electric,3,12101.9,Honda,Automatic,Red,Full,1,Yes
7725,2019,16.95,2500,Petrol,3,9447.78,Ford,Manual,Red,Full,0,Yes
7726,2013,22.22,2500,Petrol,1,7552.83,Toyota,Manual,Gray,Partial,3,No
7727,2000,13.5,1000,Diesel,1,4385.16,Ford,Automatic,Black,Partial,2,Yes
7728,2004,13.11,1500,Diesel,1,5602.96,Honda,Automatic,White,Partial,0,Yes
7729,2021,12.22,5000,Petrol,4,12096.91,Nissan,Manual,Black,Full,1,Yes
7730,2009,23.44,3000,Petrol,5,8120.03,Kia,Manual,Black,None,0,Yes
7731,2015,13.83,1000,Petrol,3,4973.31,BMW,Automatic,Blue,None,0,Yes
7732,2016,23.0,1500,Petrol,3,9761.0,Nissan,Manual,Silver,Full,1,Yes
7733,2014,18.74,5000,Petrol,5,9963.88,Ford,Automatic,White,Full,0,Yes
7734,2020,23.51,3000,Diesel,1,10985.99,Tesla,Automatic,Red,Full,0,Yes
7735,2000,12.47,1200,Diesel,3,4136.27,Hyundai,Automatic,Gray,None,0,No
7736,2017,14.87,2000,Electric,4,8729.9,BMW,Manual,Blue,None,0,Yes
7737,2019,20.27,1000,Petrol,5,5635.27,Kia,Automatic,Black,Full,1,No
7738,2004,15.85,3000,Diesel,4,7187.27,BMW,Automatic,Gray,None,1,Yes
7739,2001,5.53,3000,Petrol,1,5760.37,Nissan,Manual,Black,Full,0,Yes
7740,2016,11.14,800,Petrol,3,4169.78,Nissan,Manual,White,Partial,0,Yes
7741,2011,12.43,1200,Diesel,4,4789.37,Hyundai,Manual,Blue,Full,2,Yes
7742,2012,12.8,1000,Diesel,5,3914.22,BMW,Manual,Gray,Full,1,Yes
7743,2011,21.41,2500,Electric,1,11263.25,Volkswagen,Manual,Gray,Partial,0,Yes
7744,2003,19.69,2500,Diesel,3,6622.03,Honda,Manual,Red,Partial,1,No
7745,2004,18.81,1500,Petrol,3,5004.82,Toyota,Automatic,Black,Full,2,Yes
7746,2004,28.04,3000,Petrol,1,10367.63,Chevrolet,Manual,Blue,None,0,No
7747,2019,23.88,1200,Diesel,1,7467.06,Volkswagen,Automatic,Red,Full,1,No
7748,2001,22.01,4000,Diesel,1,8872.09,Volkswagen,Automatic,Blue,Full,1,Yes
7749,2010,10.52,1800,Petrol,4,4632.65,BMW,Automatic,Black,None,1,Yes
7750,2023,18.3,1000,Petrol,2,7290.46,BMW,Automatic,Black,None,0,Yes
7751,2012,19.49,4000,Electric,3,14001.96,Toyota,Automatic,Red,Partial,0,No
7752,2000,15.92,800,Diesel,4,2675.74,Toyota,Automatic,Blue,Full,1,Yes
7753,2021,26.53,3000,Petrol,5,10401.27,Toyota,Automatic,Black,Partial,1,Yes
7754,2014,18.26,2000,Electric,3,11634.96,Kia,Manual,Blue,Partial,1,Yes
7755,1995,11.86,800,Diesel,2,1473.33,Kia,Manual,White,Partial,1,No
7756,1995,13.01,1500,Petrol,5,3416.0,Hyundai,Manual,Red,Partial,1,Yes
7757,2006,29.41,1200,Petrol,3,6163.29,Nissan,Manual,Silver,Partial,0,Yes
7758,2015,15.9,2500,Diesel,2,6011.26,Nissan,Manual,Red,Full,1,Yes
7759,2022,7.61,2500,Petrol,1,9104.2,Honda,Automatic,Black,Full,0,Yes
7760,1996,15.0,2000,Diesel,2,3221.17,Kia,Automatic,Blue,Partial,0,No
7761,1998,8.87,5000,Diesel,3,6848.46,Toyota,Manual,Gray,Full,2,Yes
7762,2011,22.59,5000,Petrol,2,11270.06,Ford,Manual,Red,Full,0,No
7763,1998,8.23,3000,Diesel,3,5018.25,Hyundai,Automatic,Silver,Partial,1,No
7764,2005,10.99,2500,Diesel,3,4472.44,Nissan,Manual,White,Partial,0,Yes
7765,2016,18.02,1500,Petrol,2,8482.82,Hyundai,Automatic,Black,Full,0,Yes
7766,2020,23.55,2500,Diesel,2,11097.59,Chevrolet,Manual,Blue,Partial,0,Yes
7767,1998,17.65,800,Diesel,5,4522.21,Hyundai,Manual,White,Partial,1,Yes
7768,1995,11.71,1200,Diesel,5,1278.34,Nissan,Manual,Black,None,1,No
7769,2001,18.91,1000,Petrol,4,2841.72,Kia,Manual,Red,Partial,1,No
7770,2012,15.66,2500,Diesel,3,7548.84,Chevrolet,Automatic,Red,Full,0,Yes
7771,2003,23.66,4000,Petrol,5,9058.13,Honda,Manual,Silver,Partial,0,Yes
7772,2023,22.27,1800,Petrol,4,9518.82,Ford,Manual,Gray,Full,0,Yes
7773,1997,15.31,4000,Petrol,3,6685.39,Ford,Automatic,White,Partial,1,Yes
7774,2002,21.9,3000,Diesel,4,7837.67,Toyota,Manual,Red,None,0,Yes
7775,2023,19.36,800,Petrol,5,6876.77,Volkswagen,Manual,Silver,Partial,0,Yes
7776,2018,24.83,1000,Petrol,4,9541.55,Nissan,Automatic,Blue,Full,0,Yes
7777,2013,21.69,2000,Petrol,2,9369.18,Volkswagen,Automatic,Blue,Full,1,Yes
7778,1998,20.73,1800,Diesel,4,6166.52,Volkswagen,Automatic,White,None,3,Yes
7779,2012,24.64,2500,Petrol,1,11399.22,Volkswagen,Automatic,Blue,None,0,No
7780,2014,18.08,4000,Diesel,1,10511.5,Tesla,Automatic,Red,None,2,Yes
7781,2021,14.13,1500,Petrol,4,5736.28,Hyundai,Manual,Blue,Partial,1,Yes
7782,2005,19.0,3000,Diesel,1,9431.6,Volkswagen,Manual,Red,Full,1,Yes
7783,2021,16.22,1500,Diesel,4,6391.97,Chevrolet,Manual,Silver,Full,0,Yes
7784,2008,21.02,1200,Petrol,4,5708.25,Honda,Automatic,Red,None,0,Yes
7785,2019,18.31,1000,Petrol,4,5877.85,Chevrolet,Manual,Red,Full,0,Yes
7786,2012,20.01,3000,Petrol,1,10016.54,BMW,Automatic,White,Full,0,Yes
7787,2022,11.98,3000,Diesel,3,9474.15,Chevrolet,Automatic,Blue,Partial,0,Yes
7788,2022,20.54,1200,Petrol,4,7692.6,Chevrolet,Manual,Red,Full,1,No
7789,2023,11.57,800,Diesel,4,4260.43,Ford,Manual,White,Partial,0,Yes
7790,2010,22.81,2000,Petrol,2,6356.02,Ford,Automatic,White,Partial,1,Yes
7791,1997,22.82,1800,Petrol,2,5295.95,Nissan,Automatic,White,Partial,0,No
7792,2009,19.74,3000,Diesel,5,7238.09,Nissan,Automatic,Black,Full,0,Yes
7793,2021,19.55,2000,Petrol,1,11074.24,Kia,Automatic,White,Full,1,Yes
7794,2021,16.88,1500,Diesel,3,7758.1,Honda,Manual,White,Full,1,Yes
7795,1998,14.98,5000,Electric,4,11641.93,Tesla,Automatic,Red,Full,0,Yes
7796,1999,17.93,5000,Petrol,4,8651.2,Tesla,Automatic,White,None,2,Yes
7797,2011,27.91,1000,Diesel,1,7920.57,BMW,Automatic,White,Full,2,No
7798,2001,19.15,3000,Petrol,5,5618.36,Honda,Manual,Black,Partial,0,Yes
7799,2010,11.27,1800,Diesel,5,3269.69,Volkswagen,Automatic,Black,Partial,0,Yes
7800,2008,9.46,3000,Petrol,2,8305.48,Volkswagen,Automatic,White,Full,1,Yes
7801,2020,10.81,1800,Diesel,1,7402.13,Honda,Manual,White,Full,1,Yes
7802,2010,16.11,2000,Petrol,5,4908.75,Nissan,Automatic,Red,None,0,No
7803,2001,24.33,5000,Diesel,5,8049.32,BMW,Manual,Red,None,0,No
7804,2003,12.88,1800,Diesel,3,4977.66,Toyota,Manual,Black,None,0,Yes
7805,1998,25.11,1200,Petrol,2,6623.42,Kia,Manual,Red,Full,1,Yes
7806,2016,18.9,5000,Petrol,2,10858.78,Toyota,Automatic,Blue,Full,0,Yes
7807,2005,20.42,3000,Diesel,2,6493.25,Chevrolet,Manual,Gray,None,0,Yes
7808,1996,20.28,1200,Petrol,5,2938.45,Volkswagen,Automatic,Silver,Full,2,Yes
7809,2006,20.95,1500,Electric,4,8330.5,Volkswagen,Automatic,Black,Partial,0,No
7810,2006,15.94,2000,Electric,5,7239.66,Honda,Manual,Black,Full,1,Yes
7811,1998,6.33,1000,Diesel,5,1000.0,Tesla,Manual,Red,Partial,0,Yes
7812,2012,15.06,2500,Diesel,1,8548.88,Ford,Manual,Silver,None,0,Yes
7813,2020,13.56,1800,Petrol,2,5828.73,Hyundai,Automatic,Silver,Full,0,Yes
7814,2015,19.55,5000,Diesel,2,11191.22,BMW,Manual,White,Full,0,Yes
7815,2001,19.1,1800,Petrol,3,4032.21,Kia,Manual,Black,Partial,0,Yes
7816,2023,16.64,1800,Petrol,2,8156.04,Chevrolet,Manual,White,Full,0,Yes
7817,1995,26.78,1000,Petrol,5,2499.71,Volkswagen,Manual,Red,Full,2,No
7818,2020,14.8,5000,Electric,1,13575.99,Nissan,Automatic,Silver,None,2,Yes
7819,2020,6.87,4000,Petrol,3,8424.28,Hyundai,Manual,White,None,1,Yes
7820,2017,18.6,1200,Diesel,5,6058.0,Honda,Manual,Silver,Partial,0,Yes
7821,2020,23.95,2500,Petrol,5,9030.97,BMW,Manual,Gray,Partial,0,Yes
7822,2007,19.44,1800,Petrol,3,6847.17,Honda,Manual,White,None,0,Yes
7823,2000,16.22,5000,Diesel,5,8869.88,Toyota,Automatic,White,Full,2,Yes
7824,2000,19.2,5000,Petrol,5,8599.13,Honda,Automatic,Silver,Full,1,No
7825,2006,27.19,1800,Petrol,1,6789.77,Chevrolet,Automatic,Red,Partial,0,Yes
7826,2002,13.62,1500,Diesel,1,4098.47,Honda,Manual,Gray,Full,1,Yes
7827,2018,18.15,5000,Petrol,1,12429.81,BMW,Manual,Blue,Full,0,Yes
7828,2016,21.35,2000,Petrol,2,9185.0,Hyundai,Automatic,Blue,Full,1,Yes
7829,2013,19.27,2500,Petrol,3,8440.83,Ford,Manual,Black,Partial,0,Yes
7830,1999,16.76,2500,Diesel,1,5545.36,BMW,Manual,Gray,Full,0,Yes
7831,2012,15.87,3000,Diesel,5,7482.76,Nissan,Manual,Blue,Full,1,Yes
7832,1999,16.57,1800,Petrol,2,5566.36,Ford,Manual,Gray,Partial,1,Yes
7833,2019,20.66,2500,Petrol,3,9491.56,Tesla,Automatic,Silver,Full,1,Yes
7834,2004,20.37,1500,Petrol,1,7089.06,Nissan,Manual,Black,Full,0,Yes
7835,1995,28.47,4000,Petrol,1,9616.88,Tesla,Manual,Blue,None,0,Yes
7836,2004,10.32,1800,Diesel,3,4174.24,Ford,Automatic,Gray,Partial,1,Yes
7837,1999,26.79,1200,Petrol,1,5838.3,Volkswagen,Automatic,Blue,Partial,0,No
7838,2006,16.98,1800,Diesel,3,6552.53,Volkswagen,Manual,White,Full,0,No
7839,2016,17.55,4000,Electric,3,14164.38,Chevrolet,Manual,White,Full,0,No
7840,2021,22.29,3000,Diesel,5,9319.74,Toyota,Manual,Blue,Full,1,Yes
7841,2001,22.26,800,Petrol,3,5069.33,Nissan,Manual,Gray,Partial,0,Yes
7842,2003,23.78,1800,Diesel,4,7261.22,Ford,Manual,Gray,Partial,0,Yes
7843,2016,24.87,2000,Diesel,1,11844.01,Tesla,Manual,Gray,Partial,0,No
7844,2015,17.8,5000,Petrol,5,13331.2,Kia,Manual,Black,Full,1,Yes
7845,2006,24.94,1000,Diesel,2,9007.76,Volkswagen,Automatic,Silver,Full,0,Yes
7846,2017,14.85,2000,Diesel,4,8081.63,Nissan,Manual,Gray,Partial,1,Yes
7847,2023,16.47,4000,Petrol,3,8654.66,Volkswagen,Automatic,Blue,None,1,No
7848,1995,17.09,1500,Petrol,2,4162.97,Toyota,Manual,Silver,Full,0,Yes
7849,2005,15.37,1200,Petrol,2,3326.21,Kia,Automatic,Gray,Partial,2,Yes
7850,2015,18.3,4000,Petrol,2,12522.23,Ford,Automatic,Black,Partial,0,Yes
7851,2009,22.48,1000,Diesel,2,5635.0,Hyundai,Automatic,Red,None,0,Yes
7852,1996,21.26,4000,Electric,5,10297.99,Toyota,Manual,Black,Full,0,No
7853,2014,14.93,5000,Electric,5,13146.23,Chevrolet,Manual,Red,None,0,Yes
